# --------------------------------------------------
# nrow : 903
# ncol : 11
# comment : RFF predictors
# time_generated : 2025-12-08 12:49:41
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/2_Hydrology/2_FloodFrequencyAnalysis/6_covariate_paper/0_DataProcessingScripts/covariate_paper/scripts/data/D040_prepare_rff_predictors.py
# work_dir : /datasets/work/lw-resilient-nr/work/2_Hydrology/2_FloodFrequencyAnalysis/6_covariate_paper/0_DataProcessingScripts/covariate_paper
# python_environment posix
# python_version : 3.12.9 | packaged by conda-forge | (main, Mar  4 2025, 22:48:41) [GCC 13.3.0]
# pandas_version : 2.3.3
# numpy_version : 1.26.4
# python_inc : /datasets/work/lw-resilient-nr/work/0_Common_Data/5_Software/1_Python/conda/envs/env_jl_v2_pet/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/5_Software/1_Python/conda/envs/env_jl_v2_pet/lib/python3.12/site-packages
# --------------------------------------------------
STATIONID,PRECIPITATION_IFD_RATIO_AEP50%_2%[mm],CENTER_OZ_METRIC[-],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],ARIDITY_INDEX[-],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],LOG10_CATCHMENTAREA_VALID[km2][-],LOG10_DISTANCE_CENTROID_FROM_COAST[km][-],LOG10_PRECIPITATION_IFD_AEP2%[mm][-],LOG10_PRECIPITATION_IFD_AEP50%[mm][-]
401220,0.53120,-0.22506,0.91444,2.46039,0.81304,4128.77539,5963194.00000,2.66652,2.24657,1.09691,0.82217
401205,0.51983,-0.22466,0.70430,2.32242,0.76993,500.71292,5969407.00000,2.84011,2.26380,1.08279,0.79865
401218,0.53306,-0.22465,0.74192,2.30049,0.81372,1984.02051,5968180.50000,2.80277,2.25973,1.09342,0.82020
221207,0.43631,-0.22430,0.75572,2.34012,0.87104,136024.90625,5856957.50000,2.20952,1.66886,1.22531,0.86510
222213,0.47815,-0.22381,0.70946,2.35072,0.91376,76826.78125,5911249.00000,2.54925,2.02821,1.07555,0.75511
401212,0.50593,-0.22345,0.77612,2.85991,1.08526,42278.45312,5943398.50000,2.40140,2.16184,1.07188,0.77597
221211,0.42971,-0.22339,0.54705,1.96196,0.80811,146484.93750,5855782.50000,2.25285,1.65190,1.24304,0.87622
222210,0.45772,-0.22314,0.59920,2.50548,0.66722,110578.04688,5888205.00000,2.93298,1.90961,1.08991,0.75051
401012,0.49487,-0.22258,1.04274,3.50320,0.98552,61474.51562,5934151.00000,3.06633,2.12000,1.06819,0.76268
401208,0.52000,-0.22217,0.35766,1.56492,0.87357,15710.33789,5975866.00000,2.54407,2.26515,1.07918,0.79518
221208,0.41685,-0.22191,0.62254,2.52991,0.78584,186340.75000,5834933.00000,2.62325,1.27942,1.26482,0.88480
401230,0.51538,-0.22130,1.00477,3.32747,0.88362,40475.29688,5961883.00000,2.98945,2.21348,1.06819,0.78032
401229,0.51933,-0.22115,0.85159,2.52524,0.82475,22630.59375,5977914.50000,2.92273,2.26456,1.07555,0.79099
222008,0.42384,-0.22030,0.69882,2.99843,0.79840,142378.14062,5885303.50000,3.05192,1.87236,1.17898,0.80618
221209,0.41771,-0.22017,0.67587,1.94000,0.77794,165545.78125,5867193.50000,2.18752,1.74188,1.24304,0.86392
222004,0.41589,-0.22016,0.68465,2.33504,0.81566,147646.00000,5882096.00000,2.79309,1.85127,1.17898,0.79796
401549,0.49107,-0.22002,0.74727,2.93229,0.94463,64619.33203,5951905.50000,3.36605,2.17243,1.04922,0.74036
222015,0.46814,-0.21977,0.70449,2.35742,0.77102,88172.53906,5934434.50000,2.27184,2.10947,1.05308,0.72346
410187,0.48655,-0.21869,0.69551,2.03957,0.60352,-8278.58984,6022273.00000,1.98227,2.37278,1.07555,0.76268
410091,0.47521,-0.21853,0.86947,2.73756,0.51665,-23835.02148,6036176.50000,3.42325,2.40578,1.06819,0.74507
221210,0.41551,-0.21826,0.79579,3.05343,0.76336,178955.92188,5872260.50000,2.92273,1.69813,1.27184,0.89042
410182,0.47458,-0.21815,0.74750,2.49094,0.55558,-20447.02734,6036238.00000,3.39005,2.40370,1.07188,0.74819
221001,0.41348,-0.21791,0.44141,2.47214,0.76695,167978.68750,5884183.50000,2.09899,1.78293,1.25042,0.86688
410183,0.47458,-0.21791,0.70509,2.37776,0.52064,-18976.98047,6036807.00000,3.38739,2.40368,1.07188,0.74819
401201,0.49912,-0.21780,0.51977,2.66419,0.84715,51218.61719,5980373.00000,3.81471,2.25319,1.05690,0.75511
222541,0.49846,-0.21704,1.11719,3.56847,1.32023,88863.45312,5955671.50000,2.37166,2.15487,1.11394,0.81158
410186,0.47667,-0.21703,0.42075,1.85721,0.56744,-9235.73633,6035370.00000,3.22401,2.39542,1.07918,0.75740
221002,0.41150,-0.21624,0.64012,2.65091,0.79309,201655.21875,5870905.00000,2.68034,1.47511,1.30103,0.91540
220006,0.40333,-0.21510,0.75907,2.66823,0.85858,225023.26562,5861836.00000,1.70757,0.72196,1.32222,0.92788
401013,0.50000,-0.21481,0.67004,2.26877,0.69229,20510.90820,6027967.00000,2.59106,2.34802,1.07555,0.77452
221010,0.40857,-0.21475,0.67260,2.27751,0.88622,206110.89062,5879931.00000,1.84510,1.39547,1.32222,0.93349
401016,0.51944,-0.21427,0.66808,2.19478,0.79777,63377.32422,5997808.50000,1.69897,2.24730,1.03342,0.74896
410097,0.47705,-0.21399,0.52781,1.87248,0.63146,4920.93701,6046499.50000,2.53148,2.37969,1.08636,0.76492
401008,0.51947,-0.21313,0.81257,2.88671,0.75165,39742.39062,6025245.00000,2.71181,2.30842,1.05308,0.76864
220001,0.40876,-0.21295,0.37983,1.76820,1.00257,189250.60938,5908435.00000,2.43457,1.57644,1.28780,0.89927
222009,0.42788,-0.21272,0.78465,2.98962,0.72349,174076.01562,5922257.00000,2.74741,1.72667,1.21748,0.84880
222019,0.42788,-0.21268,0.71331,2.82054,0.63807,174228.98438,5922465.50000,2.74194,1.72549,1.21748,0.84880
401014,0.52844,-0.21224,0.41543,1.96118,0.83125,57976.67578,6017557.50000,3.26600,2.26576,1.03743,0.76042
401017,0.51913,-0.21219,0.51092,2.04718,0.77695,36497.83984,6034835.50000,2.30103,2.31672,1.06070,0.77597
401024,0.53153,-0.21186,0.59325,2.16272,0.76059,51821.73828,6025330.00000,3.10013,2.28213,1.04532,0.77085
222001,0.44203,-0.21112,0.72128,2.96240,0.75094,162092.73438,5944714.00000,2.46538,1.84174,1.13988,0.78533
401009,0.53303,-0.21098,0.78807,2.57419,0.83252,67212.54688,6019870.50000,2.33244,2.24427,1.03743,0.76418
222007,0.46182,-0.21096,0.46330,2.15186,0.55773,129668.74219,5971277.00000,2.71600,2.03144,1.04139,0.70586
219006,0.42727,-0.21084,0.72426,2.59943,0.97181,186318.39062,5928073.00000,1.91908,1.62054,1.27184,0.90255
219034,0.40810,-0.21080,0.89734,3.18920,0.72821,199747.68750,5917930.50000,1.69897,1.43919,1.32222,0.93298
220003,0.40000,-0.21067,0.53494,2.03811,0.78021,211929.70312,5909506.00000,2.02119,1.17678,1.34044,0.94250
219022,0.42073,-0.21066,0.93369,3.36824,0.72828,191500.65625,5925473.50000,2.30535,1.55890,1.28556,0.90956
401007,0.53277,-0.21004,0.95800,2.85878,0.81498,53935.87109,6037338.50000,2.19590,2.27900,1.07555,0.80209
410058,0.52417,-0.20964,0.65123,2.80131,0.75356,45811.93750,6046600.00000,2.52114,2.29895,1.07918,0.79865
219001,0.43851,-0.20950,0.61098,2.29299,0.95674,179386.65625,5944368.50000,1.17609,1.72330,1.24055,0.88252
219032,0.40518,-0.20947,0.69413,2.31241,0.65403,194266.37500,5933090.00000,2.91645,1.54722,1.28556,0.89321
410047,0.47903,-0.20928,0.85673,3.06285,0.60047,26936.72852,6063839.50000,3.22011,2.34286,1.09342,0.77379
220005,0.39686,-0.20927,1.14213,3.05852,0.60228,218434.84375,5916028.00000,1.43136,0.94272,1.34830,0.94694
219003,0.41173,-0.20877,0.73684,2.27155,0.70722,188797.85938,5943021.50000,2.49969,1.63723,1.25285,0.86747
410081,0.45948,-0.20850,0.78401,2.23321,0.54309,153213.40625,5972563.50000,1.96379,1.92721,1.06446,0.72673
410029,0.53071,-0.20833,0.64558,2.23357,1.13339,64432.91406,6041990.00000,1.47712,2.25538,1.10380,0.82866
410106,0.52344,-0.20713,0.78820,2.46060,0.97270,61017.85156,6053570.00000,2.14613,2.26694,1.10721,0.82607
410062,0.45139,-0.20704,0.82351,2.81325,0.61053,173732.75000,5968470.50000,2.82802,1.80398,1.15836,0.81291
219017,0.41100,-0.20691,0.70755,2.36854,0.76829,205886.82812,5945015.00000,2.18184,1.43071,1.30103,0.91487
410043,0.47742,-0.20613,0.90978,2.81252,0.63844,41827.15625,6075433.50000,2.75435,2.31828,1.09342,0.77232
219025,0.41675,-0.20610,0.83118,2.71801,0.67663,202080.17188,5954480.50000,2.85552,1.52916,1.28103,0.90091
219013,0.41838,-0.20594,0.86530,2.69031,0.72924,198509.29688,5958481.00000,2.66276,1.58035,1.26717,0.88874
410061,0.50866,-0.20591,1.02823,2.73834,0.91890,55065.57031,6067078.00000,2.15836,2.28622,1.10380,0.81023
410059,0.50394,-0.20576,0.90396,2.92640,0.89067,60472.18750,6064028.00000,2.44248,2.27268,1.10380,0.80618
218001,0.45000,-0.20519,0.87207,2.50342,0.82143,187548.64062,5972710.00000,1.96848,1.70183,1.20952,0.86273
219018,0.41275,-0.20423,0.81546,2.66371,0.82496,213496.23438,5961002.50000,1.57978,1.36671,1.30963,0.92531
218003,0.41947,-0.20366,0.54266,1.98030,1.12242,204683.65625,5972090.50000,1.99870,1.52125,1.27875,0.90146
218007,0.43771,-0.20349,0.59461,2.44332,0.78897,197280.57812,5978961.00000,2.08636,1.61948,1.24304,0.88423
218006,0.41859,-0.20321,0.64185,2.32208,1.01587,211371.54688,5970750.50000,1.75587,1.42209,1.29885,0.92065
218005,0.44643,-0.20285,0.45622,2.62057,0.73403,195621.68750,5985260.50000,2.96379,1.65214,1.22531,0.87506
218002,0.44688,-0.20273,0.54998,3.05609,0.82887,191207.73438,5989475.50000,2.74507,1.70271,1.20412,0.85431
219015,0.40708,-0.20265,0.55026,1.97703,0.75478,229638.54688,5961742.00000,1.49136,0.87898,1.35411,0.96379
410730,0.49632,-0.20191,0.65973,1.94352,1.04794,123067.59375,6046054.50000,2.14850,2.08801,1.13354,0.82930
410057,0.49504,-0.20190,0.62054,2.11605,0.91396,89802.02344,6070660.50000,2.82802,2.20555,1.14922,0.84386
218008,0.42116,-0.20177,0.70009,3.29541,0.69607,204380.82812,5987341.50000,3.20030,1.57283,1.27646,0.90091
410088,0.49929,-0.20157,0.68362,2.29209,1.04528,110094.92188,6058171.50000,2.63043,2.13890,1.14922,0.84757
410731,0.49764,-0.20136,0.67581,2.39244,0.76658,137413.70312,6039740.50000,2.82713,2.03059,1.10380,0.80072
410152,0.46480,-0.20121,0.53391,2.19703,0.56744,55982.34375,6100512.00000,0.95424,2.30593,1.09691,0.76418
410711,0.49697,-0.20097,0.58403,2.04461,0.81481,134526.37500,6044747.50000,2.58906,2.04515,1.12057,0.81690
410114,0.46641,-0.20058,0.44281,2.43508,0.74844,74794.37500,6091250.50000,1.36173,2.25858,1.11727,0.78604
410736,0.48978,-0.20030,0.96082,2.38361,0.90768,130794.52344,6052513.50000,1.95231,2.06536,1.13672,0.82672
410024,0.48243,-0.19966,0.76606,2.46852,0.95558,107946.13281,6073921.00000,3.06633,2.15915,1.17026,0.85370
410141,0.47984,-0.19942,0.51037,1.96275,0.58331,158116.25000,6039351.50000,2.27875,1.93844,1.09342,0.77452
215008,0.45948,-0.19833,0.73683,2.22937,0.77360,193768.14062,6022042.50000,2.44716,1.69751,1.18469,0.84696
410038,0.46571,-0.19821,1.13666,3.28189,0.80382,84417.91406,6101499.50000,2.59218,2.24686,1.14613,0.81425
410713,0.45101,-0.19819,0.66919,2.76043,0.86299,132857.35938,6066854.50000,2.35096,2.07347,1.17319,0.82737
410734,0.47638,-0.19809,0.73132,2.60919,0.68583,175226.45312,6037209.00000,2.71269,1.84238,1.10380,0.78176
410781,0.47422,-0.19773,0.97099,3.16785,0.66035,173881.12500,6040930.50000,2.77732,1.85516,1.10721,0.78319
410149,0.47075,-0.19763,0.69243,2.36471,1.03121,103552.14062,6091934.00000,1.47712,2.19079,1.16732,0.84011
410733,0.46358,-0.19715,0.53542,1.85159,0.94856,121733.35938,6082498.00000,1.84510,2.12936,1.17898,0.84510
410044,0.44959,-0.19603,0.68093,2.14820,0.52517,47659.43359,6143147.50000,3.01072,2.35653,1.08279,0.73560
217002,0.45862,-0.19547,0.61139,4.06763,0.73602,212731.37500,6030637.00000,3.08171,1.49816,1.24055,0.90200
215209,0.47067,-0.19526,0.88583,2.87274,0.71121,195597.06250,6044334.50000,3.02725,1.71418,1.17609,0.84880
410107,0.44857,-0.19455,0.87161,2.88921,0.82930,117605.90625,6104424.50000,2.26951,2.16848,1.14613,0.79796
215002,0.47415,-0.19428,0.89200,2.88742,0.68006,197004.43750,6050848.50000,3.16137,1.72553,1.16732,0.84323
410705,0.47165,-0.19381,0.79486,2.63070,0.60498,175725.15625,6069306.00000,2.70329,1.90334,1.10380,0.77743
216009,0.44639,-0.19200,0.54367,2.12866,0.78623,226139.12500,6048079.50000,2.22531,1.40518,1.28780,0.93752
411001,0.47200,-0.19157,0.49105,1.75790,0.57011,170284.79688,6089763.50000,1.20412,1.97309,1.09691,0.77085
215241,0.48867,-0.19156,0.98349,2.68531,0.74028,211868.40625,6061268.50000,2.09473,1.64126,1.17609,0.86510
215208,0.48633,-0.19145,0.76645,3.14037,0.65961,202677.93750,6068409.00000,3.41903,1.74235,1.14301,0.82995
215007,0.48882,-0.19144,0.97241,2.84765,0.81389,220381.75000,6056293.50000,1.65321,1.53069,1.20683,0.89597
411003,0.47891,-0.19053,0.79423,2.67011,0.63562,185882.53125,6086795.00000,1.81291,1.89823,1.10721,0.78746
215210,0.49551,-0.19043,1.03169,3.27240,0.79540,220065.84375,6064225.00000,2.11314,1.58376,1.19312,0.88818
215237,0.49858,-0.19023,0.77800,2.07730,0.75443,211304.54688,6071707.00000,1.90286,1.69678,1.14922,0.84696
410025,0.45847,-0.19001,0.44704,1.80018,0.48788,83450.95312,6160260.00000,3.32634,2.30176,1.07188,0.73320
410092,0.45492,-0.18973,0.45680,1.58334,0.47266,69077.28906,6171956.00000,2.95472,2.33830,1.08636,0.74429
215238,0.48268,-0.18964,0.45080,3.47578,0.62449,192198.35938,6089152.00000,2.50499,1.86617,1.10380,0.78746
410026,0.45678,-0.18942,0.91516,3.21863,0.52760,151654.07812,6118236.00000,3.08991,2.08295,1.07188,0.73159
410176,0.45169,-0.18933,0.78153,3.51855,0.51528,144789.10938,6123504.00000,3.20412,2.11195,1.07188,0.72673
215207,0.49699,-0.18746,0.88117,4.07616,0.62464,212863.85938,6091470.50000,3.66126,1.73480,1.12385,0.82020
216002,0.41441,-0.18578,0.41673,2.20308,0.84361,244878.82812,6082831.00000,2.93298,1.33047,1.34635,0.96379
215004,0.48562,-0.18501,0.79976,2.54674,0.82300,232671.14062,6096721.50000,2.22011,1.58695,1.20412,0.89042
215242,0.48562,-0.18481,0.66606,2.47813,0.74986,232917.53125,6098032.50000,2.26858,1.59253,1.20412,0.89042
412096,0.46140,-0.18459,0.65671,2.22768,0.50731,122057.27344,6172290.50000,2.52114,2.23021,1.05690,0.72099
412029,0.47130,-0.18430,0.85404,3.15948,0.52672,112197.37500,6180735.00000,3.18469,2.26150,1.06070,0.73400
412065,0.46857,-0.18380,0.68818,2.98445,0.52564,153832.10938,6157109.00000,3.35025,2.12947,1.02119,0.69197
412063,0.47636,-0.18367,0.54910,2.75788,0.59370,173029.93750,6145547.50000,2.75587,2.05055,1.04139,0.71933
2122711,0.48609,-0.18178,0.42540,2.40064,0.53718,191416.07812,6147242.50000,3.15269,1.98888,1.06070,0.74741
412027,0.48039,-0.18162,0.80085,3.30459,0.54895,154013.42188,6172387.50000,3.56820,2.15394,1.00860,0.69020
215014,0.48387,-0.18085,0.73534,2.45595,0.55512,216570.45312,6137831.50000,2.21484,1.85250,1.09342,0.77815
212271,0.48814,-0.18023,0.81516,3.43564,0.56407,202422.50000,6151342.00000,3.31137,1.95619,1.07188,0.76042
212040,0.50472,-0.17969,0.65725,1.85085,0.66492,179031.43750,6170065.00000,1.98227,2.07477,1.02531,0.72835
412050,0.50278,-0.17827,0.70360,2.77260,0.59920,164786.78125,6189034.00000,2.86923,2.13919,1.03342,0.73480
216004,0.42739,-0.17757,0.62742,2.37271,0.92044,275127.15625,6125082.50000,1.97772,1.32835,1.38202,1.01284
212270,0.50236,-0.17625,0.72040,3.66776,0.58451,217234.18750,6170666.00000,3.65896,1.91493,1.10380,0.80482
412110,0.49565,-0.17567,0.86258,2.59634,0.71658,193977.31250,6189136.50000,2.23300,2.04378,1.06070,0.75587
412083,0.50789,-0.17418,0.75764,2.40350,0.61490,165563.01562,6216925.00000,2.50651,2.15998,1.05690,0.76268
215220,0.40984,-0.17247,0.49917,1.81894,1.06623,280480.00000,6159502.50000,2.50961,1.30778,1.48430,1.09691
412066,0.50086,-0.17246,0.37997,2.03265,0.62068,197347.68750,6209587.50000,3.21219,2.04907,1.06446,0.76418
412028,0.50086,-0.17173,0.64571,2.56112,0.59690,189528.31250,6219334.00000,3.44248,2.08464,1.06446,0.76418
215233,0.45378,-0.17171,0.80586,2.69272,1.26152,274481.75000,6168674.50000,0.83372,1.47678,1.37658,1.03342
214010,0.42806,-0.17078,0.58823,1.89868,1.22868,294351.93750,6163556.00000,1.79204,0.98894,1.44404,1.07555
212209,0.44856,-0.17054,0.65276,2.58398,1.06938,275129.25000,6176747.00000,1.87807,1.47701,1.38561,1.03743
214003,0.39466,-0.17037,0.62955,1.97064,1.49691,285867.87500,6171660.00000,1.54407,1.28814,1.52763,1.12385
2122051,0.44105,-0.16996,0.94794,3.17473,0.94907,274137.03125,6181547.50000,2.14701,1.49789,1.35984,1.00432
412081,0.49746,-0.16960,0.42237,1.94920,0.68659,150887.95312,6256844.50000,2.16137,2.22637,1.07188,0.76864
2122052,0.41901,-0.16953,0.86575,2.37626,1.23268,279854.34375,6181316.50000,1.94005,1.41143,1.45332,1.07555
212280,0.44459,-0.16878,0.96783,2.94630,0.64271,259321.73438,6198768.50000,2.63912,1.69067,1.19590,0.84386
412092,0.49661,-0.16762,0.63042,2.35309,0.72535,155233.85938,6267531.50000,2.12057,2.22591,1.07188,0.76790
212260,0.48367,-0.16651,0.76137,3.21405,0.67346,225404.20312,6234466.50000,2.86510,1.95788,1.16732,0.85187
2122323,0.38933,-0.16592,0.43092,1.97180,1.41069,302359.68750,6194390.50000,0.97854,0.78563,1.57403,1.16435
421101,0.49474,-0.16586,0.56159,2.60435,0.58996,190464.56250,6259040.00000,2.97772,2.12267,1.05690,0.75128
412080,0.49600,-0.16585,0.67082,2.08440,0.68797,134192.87500,6291378.50000,1.99123,2.29538,1.09691,0.79239
412030,0.46565,-0.16566,0.67753,2.51810,0.44473,98759.71094,6312942.00000,3.21219,2.37798,1.11727,0.78533
212053,0.42629,-0.16480,0.29482,1.93388,0.70791,277417.09375,6216641.00000,1.92376,1.55513,1.24304,0.87274
421036,0.48195,-0.16465,0.72775,2.66406,0.76440,213964.64062,6253817.00000,2.04922,2.03853,1.12385,0.80686
2122322,0.40774,-0.16393,0.46521,1.93106,1.12389,308133.75000,6205471.50000,1.19400,0.53519,1.52634,1.13672
212244,0.42793,-0.16360,0.99870,3.20619,0.66822,272576.15625,6227938.50000,1.97427,1.65779,1.25285,0.88423
213200,0.41333,-0.16337,0.72157,2.50051,1.06521,303490.56250,6212096.00000,1.86332,1.03339,1.47712,1.09342
421034,0.48760,-0.16235,0.33568,1.64240,0.77002,212453.35938,6270374.50000,1.17609,2.07416,1.11059,0.79865
421083,0.43605,-0.16219,0.66824,2.07509,0.37353,23012.45117,6377266.50000,3.73560,2.52568,1.16732,0.80686
421025,0.49217,-0.16210,0.72641,3.54418,0.56307,190147.04688,6284490.50000,3.66087,2.16140,1.06070,0.75282
421048,0.46571,-0.16122,0.88970,2.59307,0.44855,81619.12500,6350608.50000,2.78675,2.43450,1.14613,0.81425
425016,0.40207,-0.16115,0.56865,2.20386,0.22173,-181653.25000,6496980.00000,1.17609,2.75452,1.16137,0.76567
421050,0.49213,-0.16055,0.76689,2.56388,0.52645,131625.93750,6327169.00000,2.56229,2.33701,1.10380,0.79588
212013,0.48333,-0.16039,0.41704,1.89574,0.86822,246622.93750,6264738.50000,1.41497,1.94131,1.20952,0.89376
212250,0.47241,-0.16014,0.70810,3.53662,0.70577,234516.81250,6273125.50000,3.16137,2.00882,1.16137,0.83569
212048,0.44190,-0.15935,0.91814,2.48534,0.59145,292844.12500,6246644.50000,2.39794,1.61875,1.25285,0.89818
421018,0.47907,-0.15882,0.87005,3.42558,0.47491,124119.97656,6342315.50000,3.20952,2.35932,1.11059,0.79099
212014,0.49371,-0.15875,0.34726,1.64949,1.01380,245298.28125,6276711.50000,1.30103,1.98352,1.20140,0.89487
212219,0.42850,-0.15862,0.60229,1.94030,0.77357,273835.34375,6262089.00000,2.03350,1.81725,1.31597,0.94792
2122512,0.47687,-0.15732,0.52941,2.46813,0.70956,229743.15625,6294875.00000,2.65811,2.06470,1.12710,0.80550
212291,0.47120,-0.15720,0.65892,2.56306,0.85112,263536.15625,6277495.50000,2.79853,1.90485,1.26482,0.93802
212008,0.47615,-0.15649,0.37730,1.74262,0.73031,226386.75000,6302266.00000,2.29885,2.08035,1.11394,0.79169
212054,0.47615,-0.15646,0.22640,1.54958,0.68769,226230.48438,6302522.50000,2.25042,2.08105,1.11394,0.79169
421026,0.49487,-0.15483,0.79785,3.02317,0.61797,210660.92188,6321663.00000,2.94596,2.14547,1.06819,0.76268
211013,0.38952,-0.14617,0.86618,2.61945,0.94075,339963.50000,6314137.00000,1.91908,1.32840,1.39445,0.98498
212228,0.44969,-0.14458,0.81590,3.45735,0.58806,298631.21875,6345321.50000,3.22673,1.85432,1.20140,0.85431
211009,0.39339,-0.14407,0.85019,2.70651,0.84337,340184.53125,6328545.00000,2.37291,1.43751,1.35603,0.95085
211014,0.39646,-0.14374,0.60093,1.91481,0.83927,339293.40625,6331229.00000,2.25768,1.47310,1.35411,0.95231
211010,0.39706,-0.14373,0.79520,2.26132,0.92181,347289.09375,6327428.00000,1.96379,1.32067,1.37658,0.97543
211001,0.40123,-0.14289,0.71169,2.13574,0.87518,355726.37500,6329129.00000,1.30103,1.14128,1.38739,0.99078
210034,0.48231,-0.14269,0.71584,2.34859,0.70573,251164.26562,6380827.00000,2.80618,2.11536,1.11394,0.79727
212021,0.47230,-0.14176,0.77886,2.76459,0.53170,284910.37500,6370754.00000,2.47567,1.97893,1.17026,0.84448
210048,0.42164,-0.14133,0.45468,2.34045,0.65332,329147.75000,6352531.50000,3.02694,1.67825,1.23300,0.85794
210135,0.42164,-0.14133,0.47945,2.38042,0.65700,329043.84375,6352646.50000,3.03663,1.67942,1.23300,0.85794
211008,0.39528,-0.14042,0.71449,2.33555,0.75981,358558.34375,6344813.00000,1.74036,1.23716,1.36736,0.96426
210089,0.41889,-0.13771,0.55942,2.03779,0.56986,342844.90625,6370644.50000,2.34242,1.63898,1.25527,0.87737
210016,0.48295,-0.13648,0.42413,2.75518,0.45901,227337.64062,6431772.50000,3.69461,2.23931,1.11059,0.79449
421107,0.40599,-0.13618,1.50034,4.89185,0.25668,-34958.32422,6553293.50000,3.37815,2.66458,1.22272,0.83123
420010,0.45513,-0.13264,0.84364,2.64421,0.42378,118182.68750,6504150.50000,2.65514,2.48344,1.19312,0.85126
210076,0.46691,-0.13222,0.39774,2.09108,0.43456,310233.46875,6421932.50000,1.11394,1.99707,1.14301,0.81224
210080,0.45380,-0.13200,0.54264,1.77905,0.57763,338626.62500,6410845.50000,1.90309,1.84836,1.19866,0.85552
210091,0.48705,-0.13037,0.79988,2.35948,0.45580,253631.79688,6458534.50000,2.66745,2.22171,1.14301,0.83059
420004,0.47379,-0.13011,0.64788,2.79735,0.46436,159321.89062,6501060.00000,3.55630,2.42860,1.16137,0.83696
210040,0.49197,-0.13002,0.91710,2.77311,0.48710,275947.59375,6451070.00000,2.82995,2.15920,1.13672,0.82866
210079,0.44945,-0.12878,0.87973,3.86106,0.70179,358130.34375,6423760.50000,2.98046,1.83735,1.26007,0.91275
210114,0.48846,-0.12836,0.75036,2.27319,0.74712,341712.56250,6433578.50000,1.54045,1.93400,1.19312,0.88195
420003,0.44811,-0.12831,0.68996,2.33425,0.64660,131225.51562,6523661.00000,2.12385,2.48320,1.26717,0.91855
210029,0.50282,-0.12761,0.79348,2.39438,0.82661,332134.03125,6442568.00000,2.39094,1.99463,1.15229,0.85370
210014,0.50444,-0.12756,0.66639,2.28050,0.58629,328821.21875,6444298.00000,2.59660,2.00916,1.13033,0.83315
419086,0.48000,-0.12707,0.91420,2.22701,0.74509,218980.43750,6493864.50000,2.14252,2.33348,1.16137,0.84261
210022,0.45580,-0.12688,0.90298,2.94745,0.81903,356466.78125,6437078.50000,2.31175,1.90924,1.25768,0.91645
210011,0.44084,-0.12678,1.00313,3.56371,0.87447,366637.18750,6433521.00000,2.29128,1.86554,1.28103,0.92531
210903,0.43500,-0.12643,0.79656,2.77845,0.85448,373208.40625,6433054.00000,2.82607,1.83643,1.30103,0.93952
420017,0.45176,-0.12616,0.28728,2.21528,0.50694,152652.48438,6527151.00000,3.06670,2.46042,1.23045,0.88536
419033,0.47447,-0.12577,0.48467,1.72736,0.54045,200564.23438,6509461.00000,3.16137,2.37954,1.14922,0.82543
209003,0.42180,-0.12552,0.72937,2.70963,0.80289,398366.65625,6428660.50000,2.98856,1.67949,1.32428,0.94939
210136,0.46796,-0.12537,0.82725,2.50953,0.92434,365843.25000,6443168.00000,2.00217,1.90734,1.25768,0.92788
209018,0.43702,-0.12508,0.73398,3.10522,0.84395,386377.28125,6436597.50000,2.47712,1.78982,1.31806,0.95856
209002,0.42089,-0.12441,0.59172,2.39772,0.91578,411094.50000,6430873.50000,2.19312,1.60338,1.35218,0.97635
210017,0.50833,-0.12391,0.81188,2.45427,0.78771,345056.71875,6461364.00000,2.01284,2.03311,1.15836,0.86451
208008,0.45751,-0.12331,1.03585,3.63428,1.02058,381174.00000,6450508.00000,2.31597,1.86127,1.28556,0.94596
210052,0.51061,-0.12307,0.74440,2.43204,0.51036,310800.00000,6480791.50000,3.02119,2.15327,1.12057,0.82866
208020,0.44337,-0.12301,1.15998,4.07588,0.91427,384920.62500,6451020.00000,2.40334,1.83863,1.29226,0.93902
210039,0.50985,-0.12279,0.61604,2.96012,0.63060,337455.37500,6471713.00000,3.07188,2.07629,1.12057,0.82802
209006,0.41652,-0.12245,0.51075,2.02206,0.88222,424761.56250,6438600.50000,2.17609,1.46566,1.36173,0.98137
208006,0.46959,-0.12235,0.99646,3.09470,0.95745,369324.03125,6461674.00000,2.79934,1.93425,1.23300,0.90472
210018,0.50682,-0.12180,0.48655,2.32011,0.66806,341090.25000,6476695.50000,2.88309,2.06771,1.12057,0.82543
210005,0.50682,-0.12178,0.47213,2.21181,0.71857,341168.50000,6476778.50000,2.87564,2.06751,1.12057,0.82543
208003,0.44346,-0.12176,0.77489,3.24187,0.83628,385868.06250,6458899.00000,3.20683,1.84001,1.28103,0.92788
208009,0.51844,-0.11811,0.58878,2.12446,0.77021,333069.71875,6503564.50000,2.17609,2.12461,1.14922,0.86392
419081,0.51630,-0.11778,0.65870,1.93460,0.62030,321366.18750,6510229.50000,2.44716,2.16603,1.13033,0.84323
